PK_COD_ENTIDADE,ID_LATITUDE,ID_LONGITUDE,Nome_Escola,REDE,Municipio,NO_DISTRITO,Endereco,Nr_Endereco,Bairro,CEP,Telefone,Fax,Correio_Eletronico,Situacao_Funcionamento,ACESSIBILIDADE,DEPENDENCIAS_PNE,SANITARIO_PNE,REFEITORIO,DESPENSA,ALMOXARIFADO,AUDITORIO,LABORATORIO_INFORMATICA,LABORATORIO_CIENCIAS,SALA_ATENDIMENTO_ESPECIAL,QUADRA_ESPORTES_COBERTA,QUADRA_ESPORTES_DESCOBERTA,PATIO_COBERTO,PATIO_DESCOBERTO,PARQUE_INFANTIL,COZINHA,BIBLIOTECA,BERCARIO,SANITARIO_DENTRO_PREDIO,SANITARIO_FORA_PREDIO,SANITARIO_EI,BANHEIRO_CHUVEIRO,LAVANDERIA,DEPENDENCIAS_OUTRAS,NUM_SALAS_EXISTENTES,NUM_SALAS_UTILIZADAS,SALA_LEITURA,AREA_VERDE,NUM_FUNCIONARIOS,ALIMENTACAO,INTERNET,BANDA_LARGA,COMPUTADORES,NUM_COMPUTADORES,COMPUSOALUNOS,EQUIP_DVD,EQUIP_SOM,EQUIP_MULTIMIDIA,EQUIP_TV,EQUIP_VIDEOCASSETE,ABRE_FINAL_SEMANA,NESCCRECHER,MATCRECHE,Dependencia_Administrativa,CATESCPRIVADA,
35237700,-46.4808,-23.5169,CEI DIRET ANTONIA MARIA TORRES DA SILVA,Pública,SAO PAULO,PONTE RASA,RUA PADRE TIAGO ALBERIONE,42,VILA BAUAB,3894200,22803693,22803693,CEIAMTSILVA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,7,7,Não,Não,52,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Sim,Sim,Não,Não,1,143,Municipal,,
35237711,-46.4732,-23.5002,CEI DIRET ALASTAIR QUINTAS GONCALVES,Pública,SAO PAULO,ERMELINO MATARAZZO,RODRIGO DE BRUM,5,VILA PARANAGUA,3807230,25461547,25461547,CEIAAGONCALVES@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,13,13,Não,Não,54,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Não,Sim,Sim,Não,1,134,Municipal,,
35237723,-46.5012,-23.5422,CEI DIRET JARDIM HERCILIA,Pública,SAO PAULO,VILA MATILDE,ALVES MALDONADO,46,VILA NHOCUNE,3558050,27490180,,CEIJHERCILIA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,8,8,Sim,Não,48,Sim,Sim,Possui,Sim,13,9,Sim,Sim,Sim,Sim,Sim,Não,1,130,Municipal,,
35237735,-46.4736,-23.4883,CEI DIRET JARDIM MATARAZZO,Pública,SAO PAULO,ERMELINO MATARAZZO,ZILDA FERNANDES DE HOLLANDA,75,JARDIM MATARAZZO,3810080,,25443075,CEIJDMATARAZZO@IG.COM.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,9,9,Não,Não,47,Sim,Sim,Não possui,Sim,2,0,Sim,Não,Não,Sim,Sim,Não,1,120,Municipal,,
35237747,-46.5061,-23.5188,CEI DIRET JARDIM POPULAR,Pública,SAO PAULO,PONTE RASA,FLOR DE CERA,80,JARDIM POPULAR,3671050,27916274,27916274,CEIJPOPULAR@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,8,8,Não,Sim,51,Sim,Sim,Possui,Sim,3,0,Sim,Sim,Sim,Sim,Sim,Não,1,107,Municipal,,
35237759,-46.4812,-23.5032,CEI DIRET PARQUE BOTURUSSU,Pública,SAO PAULO,ERMELINO MATARAZZO,RUA JOAO ANTONIO ANDRADE,495,PARQUE BOTURUSSU,3805070,,25415314,CEIPBOTURUSSU@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,8,8,Sim,Não,49,Sim,Sim,Possui,Sim,12,10,Sim,Sim,Sim,Sim,Sim,Não,1,153,Municipal,,
35237760,-46.4797,-23544,CEI DIRET MANOEL DA NOBREGA PDE,Pública,SAO PAULO,ARTUR ALVIM,RUA PADRE JOSE VIEIRA DE MATOS,128 A,CONJ HABIT PADRE MANOEL DA NOBREGA,3590010,27413183,,CEIMNOBREGA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,10,10,Não,Não,56,Sim,Sim,Não possui,Sim,4,0,Sim,Sim,Sim,Sim,Não,Não,1,115,Municipal,,
35237772,-46.5232,-23.5433,CEI DIRET ANNA FLORENCIO ROMAO,Pública,SAO PAULO,VILA MATILDE,VISCONDE DO URUGUAI,380,VILA EUTHALIA,3518010,26534086,,CEIAAFROMAO@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,7,7,Não,Não,58,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Sim,Sim,Sim,Não,1,137,Municipal,,
35237784,-46.4843,-23521,CEI DIRET ZILDA ARNS NEUMANN DRA,Pública,SAO PAULO,PONTE RASA,ANTONIO FORTUNATO,1050,BURGO PAULISTA,3681000,22805348,22805348,CEIZILDAARNS@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,9,9,Não,Não,48,Sim,Sim,Não possui,Sim,5,0,Sim,Sim,Sim,Sim,Sim,Não,1,144,Municipal,,
35237796,-46.4801,-23.5297,CEI DIRET EDNA ROSELY ALVES,Pública,SAO PAULO,ARTUR ALVIM,FREDERICK HOFFMANN,235,JARDIM COIMBRA,3693040,22804660,22804660,CEIERALVES@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,9,9,Sim,Não,52,Sim,Sim,Possui,Sim,14,9,Sim,Sim,Sim,Sim,Sim,Não,1,157,Municipal,,
35237802,-46.5047,-23.5065,CEI DIRET VILA LIBANESA,Pública,SAO PAULO,CANGAIBA,RUA ARPOAR,66,JARDIM GONZAGA,3756120,26217044,,,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,10,10,Não,Não,63,Sim,,,Não,0,0,Sim,Sim,Não,Sim,Sim,Não,1,157,Municipal,,
35237814,-46.4918,-23.5212,CEI DIRET VILA SAO FRANCISCO,Pública,SAO PAULO,PONTE RASA,DELIO DE CARVALHO,906,VILA SAO FRANCISCO,3679110,20434961,20434961,CEIVSFRANCISCO@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Sim,48,Sim,Sim,Possui,Sim,16,11,Sim,Sim,Sim,Sim,Sim,Não,1,122,Municipal,,
35237826,-46.4853,-23.5435,CEI DIRET SANTA BARBARA,Pública,SAO PAULO,ARTUR ALVIM,RUA MARIA EUGENIA CELSO,255,PARQUE ARTUR ALVIM,3568050,27416221,27416221,CEISBARBARA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,10,10,Não,Não,49,Sim,Sim,Não possui,Sim,13,10,Sim,Sim,Sim,Sim,Sim,Não,1,110,Municipal,,
35237838,-46.4881,-23.4975,CEI DIRET DELSON DOMINGUES,Pública,SAO PAULO,ERMELINO MATARAZZO,RUA MARCO POLO,905,PARQUE BOTURUSSU,3801060,25467766,25467766,CEIDDOMINGUES@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Não,47,Sim,Sim,Possui,Sim,11,7,Sim,Não,Não,Sim,Sim,Não,1,143,Municipal,,
35237848,-46.53071335,-23.52986059,CEI DIRET PENHA,Pública,SAO PAULO,PENHA,LEOPOLDO DE FREITAS,850,VILA CENTENARIO,3645010,29578762,29578762,CEIPENHA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,8,8,Não,Sim,53,Sim,Sim,Não possui,Sim,4,0,Sim,Sim,Sim,Sim,Sim,Não,1,142,Municipal,,
35237851,-46.4783,-23.5103,CEI DIRET JARDIM COTINHA,Pública,SAO PAULO,PONTE RASA,BANDEIRA DO ALMADO,18,JARDIM COTINHA,3887040,22809976,22809976,CEIJDCOTINHA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,6,6,Não,Não,43,Sim,Sim,Possui,Sim,10,2,Sim,Sim,Não,Sim,Sim,Não,1,102,Municipal,,
35237863,-46479,-23.5363,CEI DIRET PARQUE DAS PAINEIRAS,Pública,SAO PAULO,ARTUR ALVIM,RUA JOSE GIORDANO,736,PARQUE DAS PAINEIRAS,3694010,22806088,,CEIPPAINEIRAS@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,10,10,Não,Sim,55,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Sim,Sim,Sim,Não,1,150,Municipal,,
35237875,-46.4881,-23489,CEI DIRET JARDIM VERONIA,Pública,SAO PAULO,ERMELINO MATARAZZO,RITA DE SOUZA,30,JARDIM VERONIA,3816100,25464974,,CEIJVERONIA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,8,8,Não,Sim,47,Sim,Sim,Possui,Sim,6,0,Sim,Não,Sim,Sim,Sim,Não,1,136,Municipal,,
35237887,-46528,-23.5038,CEI DIRET AMERICO DE SOUZA,Pública,SAO PAULO,CANGAIBA,RUA GASPAR PEREIRA,56,VILA PAULISTANIA,3720120,29583676,,CEIAMSOUZA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,9,9,Não,Sim,52,Sim,Sim,Possui,Sim,3,0,Sim,Sim,Sim,Sim,Não,Não,1,185,Municipal,,
35237899,-46.4986,-23518,CEI DIRET JARDIM TRES MARIAS,Pública,SAO PAULO,PONTE RASA,RUA RAIMUNDO NOGUEIRA,55,JARDIM LISBOA,3675030,20434598,,CEIJTMARIAS@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,9,9,Não,Sim,50,Sim,Sim,Possui,Sim,14,10,Sim,Sim,Não,Sim,Sim,Não,1,126,Municipal,,
35237905,-46.4967,-23495,CEI DIRET MARIA DA GLORIA FREIRE LEMOS,Pública,SAO PAULO,ERMELINO MATARAZZO,AIQUARA,17,PARQUE CISPER,3818210,29436026,,CEIMGLORIA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,7,7,Não,Sim,52,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Sim,Sim,Não,Não,1,140,Municipal,,
35237917,-46.5352,-23.5112,CEI DIRET MARIO CALDANA,Pública,SAO PAULO,CANGAIBA,RUA HEITOR DINIZ CAMPELLO,258,CHACARA CRUZEIRO DO SUL,3732100,26418611,,CEIMCALDANA@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,8,8,Não,Não,45,Sim,Sim,Possui,Sim,5,2,Sim,Sim,Não,Sim,Sim,Não,1,115,Municipal,,
35237929,-46.4991,-23.5084,CEI DIRET VILA CONSTANCIA,Pública,SAO PAULO,PONTE RASA,DOUTOR SAUL DE CAMARGO NEVES,248,VILA CONSTANCIA,3755100,25467098,,CEIVILACONSTANCIA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,8,8,Não,Não,53,Sim,Sim,Possui,Sim,7,2,Sim,Sim,Sim,Sim,Sim,Não,1,113,Municipal,,
35237930,-46.5268,-23575,CEI DIRET GABRIEL NOGUEIRA DE QUADROS VER,Pública,SAO PAULO,ARICANDUVA,RUA LAGOA SECA,67,JARDIM RECORD,3462100,21546212,29169195,CEIGNQUADROS@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,8,8,Não,Sim,44,Sim,Sim,Não possui,Sim,4,0,Sim,Sim,Sim,Sim,Sim,Não,1,130,Municipal,,
35237942,-46.5659,-23.5447,CEI DIRET SAMIR RACHID SALIBA,Pública,SAO PAULO,TATUAPE,RUA SERRA DE BRAGANCA,990,VILA GOMES CARDIM,3318000,22939828,,,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,5,5,Não,Não,41,Sim,,,Não,0,0,Sim,Sim,Sim,Sim,Sim,Não,1,85,Municipal,,
35237954,-46.5127,-23.5823,CEI DIRET DANIELLE MONTEIRO GCMF,Pública,SAO PAULO,ARICANDUVA,RUA SENADOR HENRIQUE NOVAES,310,JARDIM CAGUASSU,3906000,27253445,27222741,CEIJCATARINA@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,6,6,Não,Sim,41,Sim,Sim,Possui,Sim,3,0,Sim,Sim,Sim,Sim,Sim,Não,1,118,Municipal,,
35237966,-46.5154,-23.5685,CEI DIRET CORYNTHO BALDOINO DA COSTA FILHO VER,Pública,SAO PAULO,ARICANDUVA,JULIO PARIGOT,203,VILA ANTONIETA,3478007,27247418,27247725,CEICBCOSTA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,8,8,Não,Sim,45,Sim,Sim,Possui,Sim,5,2,Sim,Sim,Sim,Sim,Sim,Não,1,118,Municipal,,
35237978,-46.6881,-23.4502,CEI DIRET JARDIM VISTA ALEGRE,Pública,SAO PAULO,BRASILANDIA,IBIRAIARAS,200,JARDIM VISTA ALEGRE,2878080,38519767,39827878,CEIJVALEGRE@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Não,51,Sim,Sim,Possui,Sim,4,0,Sim,Não,Sim,Sim,Não,Não,1,154,Municipal,,
35237985,-46.7011,-23.4635,CEI DIRET VILA BRASILANDIA,Pública,SAO PAULO,BRASILANDIA,RUA DOMINGOS VEGA,500,VILA BRASILANDIA,2837000,39241811,39216092,CEIVILABRASILANDIA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,8,8,Não,Não,47,Sim,Sim,Possui,Sim,5,0,Sim,Sim,Sim,Sim,Sim,Não,1,110,Municipal,,
35237991,-46.6995,-23.4537,CEI DIRET MARIA JOSE DE SOUZA,Pública,SAO PAULO,BRASILANDIA,EUVALDO AUGUSTO FREIRE,50,JARDIM CAROMBE,2855030,39218715,39218715,CEIMJSOUZA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,10,10,Não,Não,50,Sim,Sim,Possui,Sim,5,0,Sim,Sim,Sim,Sim,Sim,Não,1,138,Municipal,,
35238004,-46.7253,-23.4258,CEI DIRET SHANGRI-LA,Pública,SAO PAULO,JARAGUA,SALVADOR DE ALBUQUERQUE,124,JARDIM SHANGRILA ZONA NORTE,2990050,39419684,,CEISHANGRILA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,7,7,Não,Sim,46,Sim,Sim,Possui,Sim,7,0,Sim,Sim,Sim,Sim,Sim,Não,1,155,Municipal,,
35238016,-46.7284,-23.4382,CEI DIRET JARDIM RINCAO,Pública,SAO PAULO,JARAGUA,RUA XAVIER DOS PASSAROS,100,JARDIM RINCAO,2991100,39411418,,CEIJRINCAO@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,7,7,Não,Sim,50,Sim,Sim,Possui,Sim,5,0,Sim,Sim,Sim,Sim,Sim,Não,1,151,Municipal,,
35238028,-46.7298,-23.4518,CEI DIRET JARDIM PANAMERICANO,Pública,SAO PAULO,JARAGUA,RUA BARRA DA FORQUILHA,99,JARDIM VIVAN,2993000,39413475,,CEIJPANAMERICANO@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,7,7,Não,Sim,50,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Sim,Sim,Não,Não,1,169,Municipal,,
35238036,-46.7507,-23.4436,CEI DIRET JARDIM IPANEMA,Pública,SAO PAULO,JARAGUA,RUA VIRGINIA GALILEI,107,JARDIM IPANEMA,5187060,39413876,,CEIJIPANEMA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,10,10,Não,Não,45,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Não,Sim,Sim,Não,1,112,Municipal,,
35238041,-46.7141,-23.4338,CEI DIRET JARDIM TAIPAS,Pública,SAO PAULO,JARAGUA,ELIAS ANTONIO LOPES,135,PARQUE TAIPAS,2986110,39413282,,CEIJTAIPAS@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Sim,49,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Sim,Sim,Não,Não,1,139,Municipal,,
35238053,-46.7163,-23.4456,CEI DIRET ELISIO TEIXEIRA LEITE,Pública,SAO PAULO,JARAGUA,RUA EGIDIO FELINI,101,CONJ RESID ELISIO TEIXEIRA LEITE,2815040,39749546,,CEIETLEITE@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,14,14,Não,Não,52,Sim,Sim,Possui,Sim,5,0,Sim,Não,Sim,Sim,Não,Não,1,162,Municipal,,
35238065,-46.7588,-23489,CEI DIRET LAERCIO CORTE VER,Pública,SAO PAULO,SAO DOMINGOS,BELARMINO PRESTES 44,44,JARDIM JARAGUA,5158340,,,CEILCIOCORTE@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,5,5,Não,Não,34,Sim,Sim,Possui,Sim,4,2,Sim,Sim,Sim,Sim,Sim,Não,1,92,Municipal,,
35238077,-46.7637,-23.4054,CEI DIRET JACOB SALVADOR ZVEIBIL VER,Pública,SAO PAULO,PERUS,RUA DOUTOR JOSE PACHECO E SILVA,SN,VILA INACIO,5206110,39171448,,CEIJSRZVEIBIL@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,5,5,Não,Não,33,Sim,Sim,Possui,Sim,5,0,Sim,Sim,Sim,Sim,Sim,Não,1,105,Municipal,,
35238089,-46.74,-23.4094,CEI DIRET SOLEDAD BARRET VIEDMA,Pública,SAO PAULO,PERUS,RUA TARCON,315,JARDIM ADELFIORE,5223070,39170025,39170025,CEISBVIEDMA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Sim,51,Sim,Sim,Possui,Sim,6,0,Sim,Sim,Sim,Sim,Sim,Não,1,149,Municipal,,
35238090,-46.7569,-23.4102,CEI DIRET VILA PERUS,Pública,SAO PAULO,PERUS,RUA GONCALVES DE ANDRADE,560,VILA PERUS,5211210,39170755,,CEIVAPERUS@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,7,7,Não,Sim,54,Sim,Sim,Possui,Sim,3,0,Sim,Sim,Sim,Sim,Não,Não,1,158,Municipal,,
35238107,-46.7287,-23.4289,CEI DIRET JARDIM RODRIGO,Pública,SAO PAULO,JARAGUA,TANAGRA VIOLACEA,72,JARDIM RODRIGO,2990350,39412323,,,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,5,5,Não,Não,31,Sim,Sim,Possui,Sim,8,0,Sim,Sim,Sim,Sim,Sim,Não,1,55,Municipal,,
35238119,-46.7523,-23.4714,CEI DIRET MARIA JOSE VASCONCELOS MANKEL PROFA,Pública,SAO PAULO,PIRITUBA,AVENIDA INACIA DE TOLEDO,262,VILA CLARICE,5177000,39042543,,CEIMJVMANKEL@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,9,9,Não,Não,52,Sim,Sim,Possui,Sim,5,0,Sim,Sim,Sim,Sim,Sim,Não,1,178,Municipal,,
35238120,-46.7191,-23.4797,CEI DIRET MENINO JESUS,Pública,SAO PAULO,PIRITUBA,RUA COMENDADOR FEIZ ZARZUR,15,JARDIM CIDADE PIRITUBA,2942000,39747971,,CEIMJESUS@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,6,6,Não,Sim,48,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Sim,Sim,Não,Não,1,134,Municipal,,
35238132,-46.7214,-23.4678,CEI DIRET BENEDITO BUENO,Pública,SAO PAULO,PIRITUBA,VICENTE ANTONIO DE OLIVEIRA,674B,VILA MIRANTE,2955080,39748818,,CEIBBUENO@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Sim,52,Sim,Sim,Possui,Sim,6,0,Sim,Sim,Sim,Sim,Não,Não,1,146,Municipal,,
35238144,-46.7032,-23.4838,CEI DIRET JOAO TONIOLO VER,Pública,SAO PAULO,FREGUESIA DO O,PADRE FELICIANO DOMINGUES,180,JARDIM MARILIZA,2965140,39759024,39911359,CEIJOAOTONIOLO@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,7,7,Não,Não,47,Sim,Sim,Possui,Sim,3,0,Sim,Sim,Não,Sim,Sim,Não,1,132,Municipal,,
35238156,-46.7006,-23.4891,CEI DIRET JARDIM MONJOLO,Pública,SAO PAULO,FREGUESIA DO O,CALIXTO DE ALMEIDA,442,JARDIM MONJOLO,2961000,39753737,39755790,CEIJMONJOLO@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,7,7,Não,Não,46,Sim,Sim,Possui,Sim,3,0,Sim,Sim,Sim,Sim,Sim,Não,1,102,Municipal,,
35238168,-46.7027,-23.4756,CEI DIRET JARDIM MONTE ALEGRE,Pública,SAO PAULO,FREGUESIA DO O,ANTONIO GENELE,175,JARDIM MONTE ALEGRE,2811020,39750954,39750954,CEIIJMALEGRE@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,9,9,Não,Não,57,Sim,Sim,Não possui,Sim,2,0,Sim,Sim,Sim,Sim,Sim,Não,1,165,Municipal,,
